year,Seals_BM,Cormorant_BM,Gadus_morhua_BM,Juvenile_Sander_lucioperca_BM,Adult_Sander_lucioperca_BM,Esox_lucius_BM,Juvenile_Perca_fluviatilis_BM,Adult_Perca_fluviatilis_BM,Benthivorous_birds_BM,Benthivorous_fish_BM,Neogobius_melanostomus_BM,Clupea_harengus_BM,Sprattus_sprattus_BM,Rhithropanopeus_harrisii_BM,Gasterosteus_aculeatus_BM,Cyprinids_BM,Cercopagis_pengoi_BM,Mysids_BM,Predatory_benthos_BM,Invertebrate_grazers_BM,Mytilus_trossulus_BM,Benthic_bivalves_BM,Other_benthos_BM,Zooplankton_BM,Fucus_vesiculosus_BM,Filamentous_algae_BM,Phytoplankton_BM,Cyanobacteria_BM,Detritus_BM,climate_scen,fishing_scen,nutrients_scen,Seals_catch,Cormorant_catch,Gadus_morhua_catch,Juvenile_Sander_lucioperca_catch,Adult_Sander_lucioperca_catch,Esox_lucius_catch,Juvenile_Perca_fluviatilis_catch,Adult_Perca_fluviatilis_catch,Benthivorous_birds_catch,Benthivorous_fish_catch,Neogobius_melanostomus_catch,Clupea_harengus_catch,Sprattus_sprattus_catch,Rhithropanopeus_harrisii_catch,Gasterosteus_aculeatus_catch,Cyprinids_catch,Cercopagis_pengoi_catch,Mysids_catch,Predatory_benthos_catch,Invertebrate_grazers_catch,Mytilus_trossulus_catch,Benthic_bivalves_catch,Other_benthos_catch,Zooplankton_catch,Fucus_vesiculosus_catch,Filamentous_algae_catch,Phytoplankton_catch,Cyanobacteria_catch,Detritus_catch
2083,0.05423301,0.004528938,0.1849836,0.5379754,0.2874477,0.6072634,0.8827211,1.079093,3.89E-04,2.450134,0.003090681,8.470913,5.121092,0.01042696,0.8983219,15.72009,0.001361429,1.626047,2.585535,2.601828,7.307281,33.22963,9.324491,5.019817,22.74744,0.4154985,8.979626,1.00E-20,182.8061,RCP4.5,Dec,BSAP,5.75E-04,1.07E-05,0.05119674,0.001315679,0.0417452,0.06387462,0.005276402,0.09925882,1.33E-04,0.01811634,5.28E-07,2.149467,0.6728892,9.27E-07,0.00141557,0.05640941,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0.05367516,0.004514928,0.1738373,0.5204285,0.2554334,0.5970352,0.9610413,0.9862286,3.76E-04,2.378936,0.003443383,11.04124,6.137712,0.01187692,1.003306,15.56216,0.002981855,2.829391,3.075527,3.082586,8.193593,33.81277,13.03564,9.20489,21.76042,0.7132377,12.91896,1.00E-20,252.3545,RCP4.5,Dec,BSAP,5.69E-04,1.06E-05,0.04811186,0.001272766,0.03709585,0.06279878,0.005744555,0.09071681,1.29E-04,0.01758989,5.88E-07,2.801679,0.8064688,1.06E-06,0.001581003,0.05584268,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0.05342904,0.004490085,0.2046621,0.6535793,0.2266238,0.5755867,1.190913,1.059923,3.73E-04,3.028891,0.004180902,12.27562,7.187842,0.01466925,1.209005,17.52244,0.001669731,2.277774,3.53337,2.718217,9.595448,36.42286,11.32392,5.309011,20.28408,0.4521135,9.847158,1.00E-20,204.2414,RCP4.5,Dec,BSAP,5.66E-04,1.06E-05,0.05664303,0.001598401,0.03291192,0.06054273,0.007118598,0.09749547,1.28E-04,0.02239568,7.14E-07,3.114899,0.9444512,1.30E-06,0.001905142,0.0628769,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0.05407779,0.004533841,0.2184808,0.6182722,0.2907754,0.6355961,0.9086346,1.159672,3.60E-04,2.945778,0.003487474,9.073272,6.116756,0.0119092,1.028155,17.17308,0.002077432,1.941213,2.760503,2.966042,8.041299,34.92533,11.11037,7.046669,20.11421,0.910186,11.09539,1.00E-20,219.8472,RCP4.5,Dec,BSAP,5.73E-04,1.07E-05,0.06046754,0.001512054,0.04222848,0.06685478,0.005431297,0.1066707,1.23E-04,0.02178114,5.96E-07,2.302314,0.8037151,1.06E-06,0.00162016,0.06162328,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0.0538909,0.004535674,0.2078287,0.5728359,0.2947644,0.6284901,0.9528294,1.218443,3.51E-04,2.926867,0.003551782,9.671673,6.150959,0.01224349,1.028212,17.20295,0.001546607,1.862917,2.860046,2.57223,8.033126,34.66527,10.28506,5.344035,19.43758,0.468309,9.596955,1.00E-20,195.5209,RCP4.5,Dec,BSAP,5.71E-04,1.07E-05,0.05751942,0.001400934,0.04280777,0.06610736,0.005695469,0.1120767,1.20E-04,0.02164131,6.07E-07,2.454156,0.8082094,1.09E-06,0.00162025,0.06173044,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0.05391066,0.004550548,0.1958306,0.5460643,0.3032243,0.6371742,0.9166441,1.156798,3.39E-04,2.68382,0.003412206,9.259517,5.733395,0.01189453,0.9646072,16.44372,0.002065473,2.025701,2.705985,3.437748,8.083646,33.6509,10.9396,6.950662,18.75354,1.224159,10.8327,1.00E-20,214.9356,RCP4.5,Dec,BSAP,5.71E-04,1.07E-05,0.05419881,0.001335461,0.04403639,0.06702078,0.005479174,0.1064065,1.16E-04,0.01984421,5.83E-07,2.349573,0.7533432,1.06E-06,0.001520021,0.05900605,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0.05356033,0.004536381,0.192789,0.5769094,0.2719802,0.607868,1.119607,1.124022,3.34E-04,2.807158,0.003986387,10.39167,6.286064,0.01418698,1.058393,17.19446,0.001860209,2.12334,2.991278,3.235573,9.41628,34.32467,10.92178,6.161556,16.50456,0.8831506,10.32907,1.00E-20,207.6148,RCP4.5,Dec,BSAP,5.68E-04,1.07E-05,0.05335701,0.001410896,0.03949889,0.06393822,0.006692369,0.1033915,1.14E-04,0.02075618,6.81E-07,2.636854,0.8259615,1.26E-06,0.001667809,0.06169999,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0.05381265,0.004559229,0.1935901,0.5901501,0.2899692,0.6307577,0.8499269,1.162414,3.26E-04,2.703678,0.003486501,7.931303,5.305181,0.01207306,0.9582829,17.03322,0.001347704,1.520011,2.56769,2.722644,8.896991,33.15522,9.262547,5.020492,17.01687,0.8138469,9.027894,1.00E-20,182.2206,RCP4.5,Dec,BSAP,5.70E-04,1.08E-05,0.05357873,0.001443278,0.04211139,0.06634586,0.005080377,0.106923,1.12E-04,0.01999105,5.96E-07,2.012543,0.6970777,1.07E-06,0.001510056,0.06112139,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0.05342366,0.004557892,0.1739252,0.4931265,0.2753907,0.6256823,0.7999329,1.113394,3.16E-04,2.363032,0.00324141,8.43331,4.620961,0.01120907,0.8734229,16.0893,0.001638338,1.72412,2.432578,3.150737,8.625096,31.56211,9.33998,5.921878,16.40318,1.107254,9.5619,1.00E-20,189.7561,RCP4.5,Dec,BSAP,5.66E-04,1.07E-05,0.04813617,0.001205996,0.03999419,0.06581201,0.004781541,0.1024139,1.08E-04,0.0174723,5.54E-07,2.139925,0.6071742,9.96E-07,0.001376334,0.05773428,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0.05282946,0.004533439,0.1652841,0.5367932,0.25012,0.5944881,0.9875131,1.047636,3.11E-04,2.32844,0.003524479,9.67629,5.123477,0.01225565,0.9360479,16.20138,0.001847699,2.003992,2.667388,2.77376,9.900678,31.61075,10.09682,6.282694,16.36785,0.7536359,10.03726,1.00E-20,198.9784,RCP4.5,Dec,BSAP,5.60E-04,1.07E-05,0.04574464,0.001312788,0.0363242,0.06253088,0.005902788,0.0963653,1.06E-04,0.01721653,6.02E-07,2.455328,0.6732027,1.09E-06,0.001475018,0.05813645,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0.05246687,0.004519201,0.1688962,0.5865205,0.2599981,0.5890124,1.094505,1.045568,3.09E-04,2.527826,0.003844671,10.77176,6.300941,0.01360629,1.044457,17.10356,0.002339425,2.372589,2.992039,2.949955,11.7083,32.75958,11.65581,7.469196,17.20385,0.9442596,11.45475,1.00E-20,224.5976,RCP4.5,Dec,BSAP,5.56E-04,1.07E-05,0.04674434,0.001434401,0.03775878,0.0619549,0.006542324,0.0961751,1.06E-04,0.0186908,6.57E-07,2.733299,0.8279163,1.21E-06,0.001645848,0.06137379,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0.05264224,0.00452131,0.1911492,0.6590919,0.2763359,0.6025251,1.082191,1.175218,3.09E-04,2.887803,0.004193927,9.387143,6.565567,0.01522989,1.094055,18.58103,0.00154566,1.859138,3.011198,3.351652,11.96106,33.73224,10.33544,5.309819,16.04115,1.189651,9.716801,1.00E-20,195.6203,RCP4.5,Dec,BSAP,5.58E-04,1.07E-05,0.05290315,0.001611883,0.04013146,0.06337623,0.006468715,0.1081007,1.06E-04,0.02135248,7.16E-07,2.381958,0.8626869,1.35E-06,0.001724005,0.06667552,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0.0529153,0.004549429,0.1902226,0.5475183,0.3055012,0.6403163,0.7903818,1.230407,3.02E-04,2.709131,0.003688249,7.505327,5.134418,0.01327233,0.9250734,18.07018,0.001302748,1.416064,2.437685,3.262183,9.905629,31.95776,8.89659,5.056792,15.22208,1.136515,9.054641,1.00E-20,180.2006,RCP4.5,Dec,BSAP,5.61E-04,1.07E-05,0.05264672,0.001339017,0.04436706,0.06735127,0.00472445,0.1131772,1.03E-04,0.02003137,6.30E-07,1.904452,0.6746404,1.18E-06,0.001457725,0.0648424,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0.05238917,0.004540271,0.1722757,0.5247663,0.2838065,0.6277188,0.9734098,1.17469,2.97E-04,2.559361,0.003704685,10.24259,5.824942,0.01314087,0.9468641,17.50636,0.002353108,2.247436,2.682818,2.945695,10.71271,31.68062,11.29652,7.682135,15.17453,0.9258521,11.5336,1.00E-20,223.8748,RCP4.5,Dec,BSAP,5.55E-04,1.07E-05,0.04767968,0.001283374,0.0412164,0.06602622,0.005818488,0.1080521,1.02E-04,0.01892396,6.33E-07,2.599026,0.7653721,1.17E-06,0.001492062,0.06281921,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0.0520064,0.004523376,0.187489,0.6700681,0.2711136,0.6065238,1.4395,1.115024,3.01E-04,3.120685,0.004568291,13.54365,8.720979,0.01672035,1.212531,19.41591,0.002872743,2.867613,3.520276,3.010051,14.11671,34.88963,13.95179,8.573125,15.14322,1.046638,13.17326,1.00E-20,257.3796,RCP4.5,Dec,BSAP,5.51E-04,1.07E-05,0.05189015,0.001638727,0.03937304,0.06379683,0.008604509,0.1025639,1.03E-04,0.0230744,7.80E-07,3.436659,1.145899,1.49E-06,0.001910698,0.06967135,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0.05273543,0.004560064,0.2392299,0.8639111,0.3224429,0.6488808,1.583403,1.310832,3.07E-04,4.12835,0.005484335,13.49302,11.97311,0.02073091,1.442467,22.8475,0.0030638,2.888287,3.93576,3.814689,16.44702,38.80677,15.68553,9.017632,13.85375,1.557965,14.61388,1.00E-20,284.1812,RCP4.5,Dec,BSAP,5.59E-04,1.08E-05,0.06621016,0.002112791,0.04682745,0.06825214,0.009464678,0.120575,1.05E-04,0.0305251,9.37E-07,3.423811,1.573215,1.84E-06,0.00227303,0.08198515,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0.05422819,0.004643814,0.2963096,0.9417572,0.3978383,0.7219473,1.502294,1.647016,3.12E-04,5.159205,0.005824309,12.61466,13.01312,0.02201911,1.507155,26.19203,0.002565309,2.435359,3.861022,3.558841,16.56779,41.49766,15.18345,7.758636,12.55551,1.362052,13.88415,1.00E-20,272.4778,RCP4.5,Dec,BSAP,5.75E-04,1.10E-05,0.08200774,0.002303173,0.05777691,0.07593757,0.008979856,0.1514984,1.07E-04,0.03814726,9.95E-07,3.200929,1.709868,1.96E-06,0.002374964,0.09398655,0,0,0,0,0,0,0,0,0,0,0,0,0
